outcome	description	group	predictor	adjustment	beta	SE	lower	upper	OR	p	type	n_total	n_cases	n_controls	HWE_p	allele_freq	n_no_snp	note	bonferroni	fdr
790.6	Other abnormal blood chemistry	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4491	2	4489	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
790.8	Elevated C-reactive protein (CRP)	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4489	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
790.9	Abnormal arterial blood gases	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4489	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
791	Gangrene	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4493	1	4492	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
794	Abnormal results of other function studies (bladder, pancreas, placenta, spleen, etc)	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4496	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
795	Other and nonspecific abnormal cytological, histological and immunological findings	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4495	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
795.8	Abnormal tumor markers	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4495	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
795.81	Elevated carcinoembryonic antigen [CEA]	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4495	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
795.82	Elevated cancer antigen 125 [CA 125]	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4495	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
796	Elevated prostate specific antigen [PSA]	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	NA	1713	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
797	Shock	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4470	14	4456	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
797.1	Cardiogenic shock	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4460	4	4456	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
798.1	Chronic fatigue syndrome	symptoms	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3565	3	3562	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
800.1	Fracture of neck of femur	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3869	16	3853	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
800.2	Fracture of unspecified part of femur	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3879	26	3853	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
800.3	Fracture of tibia and fibula	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3893	40	3853	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
800.4	Fracture of patella	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3871	18	3853	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
802	Fracture of pelvis	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3885	32	3853	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
803.1	Fracture of humerus	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3875	22	3853	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
803.21	Colles' fracture	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3858	5	3853	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
803.3	Fracture of clavicle or scapula	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3880	27	3853	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
807	Fracture of ribs	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3886	33	3853	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
809	Fracture of unspecified bones	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3864	11	3853	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
816	Cerebral laceration and contusion	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4073	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
817	Concussion	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4122	49	4073	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
818	Intracranial hemorrhage (injury)	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4089	16	4073	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
818.1	Subdural hemorrhage (injury)	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4076	3	4073	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
818.2	Subarachnoid hemorrhage (injury)	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4084	11	4073	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
823	Torus fracture	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	NA	3604	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
835	Internal derangement of knee	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4256	35	4221	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
836	Traumatic arthropathy	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4225	4	4221	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
840.1	Muscle/tendon sprain	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	NA	3615	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
840.2	Rotator cuff (capsule) sprain	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3619	4	3615	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
842	Other sprains and strains	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3621	6	3615	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
850	Hemorrhage or hematoma complicating a procedure	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4287	16	4271	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
851	Complications of transplants and reattached limbs	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4284	13	4271	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
853	Complication of colostomy or enterostomy	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4275	4	4271	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
854	Complications of cardiac/vascular device, implant, and graft	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4296	25	4271	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
855	Complication of nervous system device, implant, and graft	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4275	4	4271	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
856	Vascular complications of surgery and medical procedures	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4273	2	4271	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
857	Mechanical complication of unspecified genitourinary device, implant, and graft	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4275	4	4271	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
858	Complication of internal orthopedic device	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4292	21	4271	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
859	Complication due to other implant and internal device	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4291	20	4271	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
860	Bone marrow or stem cell transplant	neoplasms	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4496	9	4487	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
870	Open wounds of head; neck; and trunk	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3843	47	3796	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
870.1	Open wound or laceration of eye or eyelid	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3800	4	3796	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
870.2	Open wound of ear	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	NA	3796	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
870.3	Other open wound of head and face	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3808	12	3796	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
870.4	Open wound of nose and sinus	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	NA	3796	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
870.5	Open wound of lip and mouth	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3799	3	3796	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
870.6	Open wound of neck	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	NA	3796	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
870.8	Open wound of genital organs	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3798	2	3796	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
871.1	Open wound of hand except finger(s)	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3815	19	3796	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
871.2	Open wound of finger(s)	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3814	18	3796	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
871.3	Open wound of foot except toe(s) alone	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3805	9	3796	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
871.4	Open wound of toe(s)	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3799	3	3796	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
872	Traumatic amputation	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3803	7	3796	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
874	Complication of amputation stump	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3801	5	3796	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
875	Non-healing surgical wound	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3797	1	3796	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
876	Posttraumatic wound infection not elsewhere classified	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	3798	2	3796	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
905	Late effects of musculoskeletal and connective tissue injuries	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4409	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
907	Injuries to the nervous system	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4441	32	4409	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
910	Superficial injury, infected	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4493	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
911	Blister	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4488	2	4486	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
912	Insect bite	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4371	7	4364	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
913	Toxic effect of venom	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4374	10	4364	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
930	Allergic reaction to food	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4087	8	4079	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
931	Contact dermatitis and other eczema due to plants [except food]	dermatologic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4082	3	4079	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
938	Dermatitis due to solar radiation	dermatologic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4080	1	4079	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
938.1	Acute dermatitis due to solar radiation	dermatologic	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4079	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
938.2	Chronic dermatitis due to solar radiation	dermatologic	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4079	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
939.1	Contact and allergic dermatitis of eyelid	dermatologic	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4079	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
941	Adverse reaction to serum or vaccine	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4079	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
942	Infusion and transfusion reaction	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4084	5	4079	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
946	Anaphylactic shock NOS	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4087	8	4079	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
947	Urticaria	dermatologic	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4098	19	4079	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
949	Allergies, other	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4085	6	4079	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
949.1	Diaper or napkin rash	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4084	5	4079	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
952	Spinal cord injury without evidence of spinal bone injury	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4481	10	4471	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
957	Injury to other and unspecified nerves	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4471	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
958	Certain early complications of trauma or procedure	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4448	17	4431	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
958.1	Postoperative shock	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4432	1	4431	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
958.2	Traumatic and surgical subcutaneous emphysema	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4438	7	4431	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
960	Poisoning by antibiotics	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4254	3	4251	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
960.1	Adverse effects of antibacterials (not penicillins)	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4251	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
960.2	Allergy/adverse effect of penicillin	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4251	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
961	Poisoning by other anti-infectives	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4254	3	4251	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
961.1	Poisoning/allergy of sulfonamides	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4251	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
962	Poisoning by hormones and synthetic substitutes	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4252	1	4251	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
962.1	Adrenal cortical steroids causing adverse effects in therapeutic use	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4252	1	4251	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
962.2	Insulins and antidiabetic agents causing adverse effects in therapeutic use	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4251	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
962.3	Hormones and synthetic substitutes causing adverse effects in therapeutic use	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4251	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
963	Poisoning by primarily systemic agents	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4255	4	4251	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
963.1	Antineoplastic and immunosuppressive drugs causing adverse effects	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4253	2	4251	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
964	Poisoning by agents primarily affecting blood constituents	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4251	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
964.1	Anticoagulants causing adverse effects	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4251	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
965	Poisoning by analgesics, antipyretics, and antirheumatics	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4265	14	4251	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
965.1	Opiates and related narcotics causing adverse effects in therapeutic use	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4252	1	4251	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
965.2	Antirheumatics causing adverse effects in therapeutic use	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4251	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
965.3	Salicylates causing adverse effects in therapeutic use	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4253	2	4251	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
966	Poisoning by anticonvulsants and anti-Parkinsonism drugs	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4255	4	4251	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
967	Adverse effects of sedatives or other central nervous system depressants and anesthetics	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4263	12	4251	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
969	Poisoning by psychotropic agents	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4267	16	4251	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
971	Poisoning by drugs primarily affecting the autonomic nervous system	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4251	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
972	Poisoning by agents primarily affecting the cardiovascular system	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4257	6	4251	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
972.1	Cardiac rhythm regulators causing adverse effects in therapeutic use	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4251	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
972.2	Antilipemic and antiarteriosclerotic drugs causing adverse effects in therapeutic use	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4251	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
972.6	Antihypertensive agents causing adverse effects	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4252	1	4251	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
973	Poisoning by agents primarily affecting the gastrointestinal system	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4251	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
974	Poisoning by water, mineral, and uric acid metabolism drugs	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4252	1	4251	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
975	Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4253	2	4251	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
976	Poisoning by agents primarily affecting skin & mucous membrane, ophthalmological, otorhinolaryngological, & dental drugs	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4251	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
979	Adverse drug events and drug allergies	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4272	21	4251	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
981	Toxic effect of (non-ethyl) alcohol and petroleum and other solvents	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4436	2	4434	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
983	Toxic effect of corrosive aromatics, acids, and caustic alkalis	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4434	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
984	Toxic effect of lead and its compounds (including fumes)	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4434	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
985	Toxic effect of other metals	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4435	1	4434	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
986	Toxic effect of carbon monoxide	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4435	1	4434	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
987	Toxic effect of other gases, fumes, or vapors	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4436	2	4434	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
988	Toxic effect of noxious substances eaten as food	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	NA	4434	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
989	Toxic effect of other substances, chiefly nonmedicinal as to source	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4444	10	4434	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
990	Effects radiation NOS	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4403	1	4402	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
994.1	Systemic inflammatory response syndrome (SIRS)	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4420	16	4404	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
994.2	Sepsis	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4451	47	4404	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
994.21	Septic shock	injuries & poisonings	case_status	NA	NA	NA	NA	NA	NA	NA	logistic	4421	17	4404	NA	NA	0	 [Error: < 50  cases or controls]	NA	NA
627.22	Need for Hormone replacement therapy (postmenopausal)	genitourinary	case_status	NA	NA	NA	NA	NA	NA	NA	NA	1978	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
512.3	Abnormal chest sounds	respiratory	case_status	NA	NA	NA	NA	NA	NA	NA	NA	3218	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]	NA	NA
